"rule_id","description","long_description","persona","portfolio","tables_to_join","joins","filters","select_columns","aggregations","conditional_aggregations","groupby_columns","having_conditions","orderby_columns","raw_where","is_distinct","usecase","dashboard_link","sector","banking_division"
"MPD02_TO_008","Transport Operators","Report MPD02: classify and report the line item 'Transport Operators' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""Transport Operators""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_VEH_032","Vehicle Loans","Report MPD02: classify and report the line item 'Vehicle Loans' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Personal Loans""}, ""product_level_4"": {""eq"": ""Vehicle Loans""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_VTP_076","Vehicles, Vehicle Parts and Transport Equipment","Report MPD02: classify and report the line item 'Vehicles, Vehicle Parts and Transport Equipment' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Vehicles, Vehicle Parts and Transport Equipment""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_WHT_014","Wholesale Trade (other than food procurement)","Report MPD02: classify and report the line item 'Wholesale Trade (other than food procurement)' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""Trade""}, ""product_level_5"": {""eq"": ""Wholesale Trade (other than food procurement)""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_WOD_062","Wood","Report MPD02: classify and report the line item 'Wood' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Wood""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_WS_104","Weaker Sections including net PSLC-SF/MF","Report MPD02: classify and report the line item 'Weaker Sections including net PSLC-SF/MF' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Weaker Sections including net PSLC-SF/MF""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"REG_ALL_RULES","All Rules for Reg Reporting","","REPORT_PREPARER","RISK_REPORTING","[""rule_definitions""]",NULL,"{""rule_definitions"": {""portfolio"": {""eq"": ""RISK_REPORTING""}}}","{""rule_definitions"": {""all_rules"": {""alias"": ""all_rules"", ""expression"": ""DISTINCT(portfolio)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"rule_101_sub","Risk Profile - High risk customers (latest assessment)","Customers whose most recent risk assessment shows High category","Senior Compliance Officer","Compliance","[""customer_master"", ""customer_risk_profile""]","[{""join_type"": ""inner"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id""], ""right_table"": ""customer_risk_profile""}, {""join_type"": ""inner"", ""left_keys"": [""customer_id"", ""assessment_date""], ""left_table"": ""customer_risk_profile"", ""right_keys"": [""customer_id"", ""max_assessment_date""], ""right_subquery"": {""alias"": ""latest"", ""aggregations"": {""customer_risk_profile"": {""assessment_date"": {""alias"": ""max_assessment_date"", ""function"": ""MAX""}}}, ""select_columns"": {""customer_risk_profile"": {""customer_id"": ""customer_id""}}, ""tables_to_join"": [""customer_risk_profile""], ""groupby_columns"": {""customer_risk_profile"": [""customer_id""]}}}]","{""customer_risk_profile"": {""risk_category"": {""eq"": ""High""}}}","{""customer_master"": {""status"": ""status"", ""customer_id"": ""customer_id"", ""customer_name"": ""customer_name""}, ""customer_risk_profile"": {""risk_category"": ""risk_category""}}","{}","{}","{}","[]","{""customer_master"": {""customer_id"": ""asc""}}",NULL,False,"Enhanced Due Diligence (EDD) Coverage Tracking",NULL,"Banking","Corportate Institution Banking"
"rule_102_sub","PEP Relationships or Politically Exposed","Customers with 'Politic' in new_risk_reason OR having PEP relationship (latest assessment)","PEP & Sanctions Specialist","Compliance","[""customer_master"", ""customer_risk_profile"", ""pep_relationships""]","[{""join_type"": ""inner"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id""], ""right_table"": ""customer_risk_profile""}, {""join_type"": ""inner"", ""left_keys"": [""customer_id"", ""assessment_date""], ""left_table"": ""customer_risk_profile"", ""right_keys"": [""customer_id"", ""max_assessment_date""], ""right_subquery"": {""alias"": ""latest"", ""aggregations"": {""customer_risk_profile"": {""assessment_date"": {""alias"": ""max_assessment_date"", ""function"": ""MAX""}}}, ""select_columns"": {""customer_risk_profile"": {""customer_id"": ""customer_id""}}, ""tables_to_join"": [""customer_risk_profile""], ""groupby_columns"": {""customer_risk_profile"": [""customer_id""]}}}, {""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id""], ""right_table"": ""pep_relationships""}]","{}","{""customer_master"": {""customer_id"": ""customer_id"", ""customer_name"": ""customer_name""}, ""customer_risk_profile"": {""new_risk_reason"": ""new_risk_reason""}}","{}","{}","{}","[]","{""customer_master"": {""customer_id"": ""asc""}}",NULL,True,"Customer Political Exposure Report",NULL,"Banking","Corportate Institution Banking"
"rule_103_sub","Customer Eligibility / Constitution Report","Lists customers where customer_type_valid is 'No' or 'NA'","Risk & Control Officer","Compliance","[""customer_master""]","[]","{""customer_type_valid"": {""in"": [""No"", ""NA""]}}","{""customer_master"": {""customer_id"": ""customer_id"", ""customer_name"": ""customer_name"", ""compliance_flag"": ""compliance_flag"", ""customer_type_valid"": ""customer_type_valid""}}","{}","{}","{}","[]","{""customer_master"": {""customer_id"": ""asc""}}",NULL,True,"Constitution Risk Concentration Analysis",NULL,"Banking","Corportate Institution Banking"
"rule_200","Customer KYC Report","Per customer: show KYC completion status, the max days_overdue and list all KYC documents status.","KYC Officer","Compliance","[""customer_master"", ""kyc_document""]","[{""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id_sk""], ""right_table"": ""kyc_document""}]","{}","{""kyc_document"": {""expiry_flag"": {""alias"": ""expiry_flag"", ""expression"": ""kyc_document.expiry_flag""}, ""document_type"": {""alias"": ""document_type"", ""expression"": ""kyc_document.document_type""}, ""document_id_sk"": {""alias"": ""document_id"", ""expression"": ""kyc_document.document_id_sk""}, ""document_status"": {""alias"": ""document_status"", ""expression"": ""kyc_document.document_status""}}, ""customer_master"": {""kyc_id"": {""alias"": ""kyc_id"", ""expression"": ""(SELECT MAX(ks2.kyc_id_sk) FROM kyc_status ks2 WHERE ks2.customer_id_sk = customer_master.customer_id AND ks2.days_overdue = (SELECT MAX(ks3.days_overdue) FROM kyc_status ks3 WHERE ks3.customer_id_sk = customer_master.customer_id AND ks3.days_overdue >= 0))""}, ""customer_id"": ""customer_id"", ""days_overdue"": {""alias"": ""days_overdue"", ""expression"": ""COALESCE((SELECT MAX(ks.days_overdue) FROM kyc_status ks WHERE ks.customer_id_sk = customer_master.customer_id AND ks.days_overdue >= 0), 0)""}, ""customer_name"": ""customer_name"", ""kyc_completion_status"": {""alias"": ""kyc_completion_status"", ""expression"": ""CASE WHEN (SELECT MIN(CASE WHEN ks.kyc_completed_flag = 'TRUE' THEN 1 ELSE 0 END) FROM kyc_status ks WHERE ks.customer_id_sk = customer_master.customer_id) = 1 THEN 'Completed' ELSE 'Pending' END""}}}","{}","{}","{}","[]","{""kyc_document"": {""document_id_sk"": ""asc""}, ""customer_master"": {""customer_id"": ""asc""}}",NULL,False,"KYC Compliance Status","wkQOQWgn5vG","Banking","Corportate Institution Banking"
"rule_201_sub","Customer KYC Completion Status","Determines whether customer KYC is fully completed.","KYC Officer","Compliance","[""customer_master"", ""kyc_status"", ""kyc_document""]","[{""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id_sk""], ""right_table"": ""kyc_status""}, {""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id_sk""], ""right_table"": ""kyc_document""}]","{}","{""customer_master"": {""customer_id"": ""customer_id"", ""customer_name"": ""customer_name""}}","{}","{""kyc_status"": [{""case"": {""else"": 0, ""then"": 1, ""when"": {""value"": ""TRUE"", ""operator"": ""eq""}}, ""alias"": ""kyc_completion_status"", ""column"": ""kyc_completed_flag"", ""aggregate"": ""MIN"", ""true_result"": ""'Completed'"", ""false_result"": ""'Pending'"", ""final_compare"": {""value"": 1, ""operator"": ""eq""}}]}","{""customer_master"": [""customer_id"", ""customer_name""]}","{}","{""customer_master"": {""customer_id"": ""asc""}}",NULL,False,"KYC & Customer Due Diligence Reports",NULL,"Banking","Corportate Institution Banking"
"rule_202_sub","Customers with Missing or Expired KYC Documents","Identifies customers who either have no KYC documents or have at least one expired document based on expiry_flag.","KYC Officer","Compliance","[""customer_master"", ""kyc_document""]","[{""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id_sk""], ""right_table"": ""kyc_document""}]","{}","{""kyc_document"": {""document_type"": ""document_type"", ""document_status"": ""document_status""}, ""customer_master"": {""customer_id"": ""customer_id"", ""customer_name"": ""customer_name""}}","{}","{}","{""kyc_document"": [""document_type"", ""document_status""], ""customer_master"": [""customer_id"", ""customer_name""]}","[{""value"": 0, ""logical"": null, ""operator"": ""="", ""expression"": ""COUNT(kyc_document.document_id_sk)""}, {""value"": 1, ""logical"": ""OR"", ""operator"": ""="", ""expression"": ""MAX(CASE WHEN kyc_document.expiry_flag = true THEN 1 ELSE 0 END)""}]","{""customer_master"": {""customer_id"": ""asc""}}",NULL,False,"KYC & Customer Due Diligence Reports",NULL,"Banking","Corportate Institution Banking"
"rule_203_sub","Customers whose KYC review is due or overdue","Track customers where KYC review_date is overdue","KYC Officer","Compliance","[""customer_master"", ""kyc_status"", ""kyc""]","[{""join_type"": ""inner"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id_sk""], ""right_table"": ""kyc_status""}, {""join_type"": ""inner"", ""left_keys"": [""kyc_id_sk""], ""left_table"": ""kyc_status"", ""right_keys"": [""kyc_id_sk""], ""right_table"": ""kyc""}]","{""kyc_status"": {""days_overdue"": {""gt"": 0}}}","{""kyc"": {""next_review_due"": {""alias"": ""next_review_due"", ""expression"": ""to_char(kyc.next_review_due AT TIME ZONE 'Asia/Kolkata', 'YYYY-MM-DD')""}}, ""kyc_status"": {""days_overdue"": ""days_overdue""}, ""customer_master"": {""customer_id"": ""customer_id"", ""customer_name"": ""customer_name""}}","{}","{}","{}","[]","{""customer_master"": {""customer_id"": ""asc""}}",NULL,True,"KYC & Customer Due Diligence Reports",NULL,"Banking","Corportate Institution Banking"
"rule_300","Customer Eligibility & Legal Structure Report","Lists all customers with their UBO (Ultimate Beneficial Owner) information ownership percentage is limited and comes under Low Risk Compliant Customer","Senior Compliance Officer","Compliance","[""customer_master"", ""customer_ubo""]","[{""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id""], ""right_table"": ""customer_ubo""}]","{""customer_ubo"": {""ownership_percentage"": {""lt"": 40}}, ""customer_master"": {""customer_type_valid"": {""in"": [""Yes""]}}}","{""customer_ubo"": {""country"": ""country"", ""ubo_name"": ""ubo_name"", ""risk_category"": ""risk_category"", ""ownership_percentage"": ""ownership_percentage""}, ""customer_master"": {""customer_id"": ""customer_id"", ""customer_name"": ""customer_name"", ""compliance_flag"": ""compliance_flag"", ""customer_type_valid"": ""customer_type_valid""}}","{}","{}","{}","{}","{""customer_ubo"": {""ownership_percentage"": ""desc""}, ""customer_master"": {""customer_id"": ""asc""}}",NULL,True,"Is this customer legally acceptable to bank",NULL,"Banking","Corportate Institution Banking"
"rule_301_sub","Geography Risk Flag based on High Risk Customer Count","Groups customers by country, counts total and high-risk customers, and flags geographies with 5 or more high-risk customers as High Risk Geography.","Risk Manager","Compliance","[""customer_master"", ""customer_risk_profile""]","[{""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id""], ""right_table"": ""customer_risk_profile""}]","{}","{""customer_master"": {""country_code"": ""country_code""}}","{""customer_master"": {""customer_id"": {""alias"": ""total_customers"", ""function"": ""COUNT""}}}","{""customer_risk_profile"": [{""case"": {""else"": null, ""then"": 1, ""when"": {""value"": ""High"", ""operator"": ""eq""}}, ""alias"": ""high_risk_customers"", ""table"": ""customer_risk_profile"", ""column"": ""risk_category"", ""aggregate"": ""COUNT""}, {""case"": {""else"": null, ""then"": 1, ""when"": {""value"": ""High"", ""operator"": ""eq""}}, ""alias"": ""geography_risk_flag"", ""table"": ""customer_risk_profile"", ""column"": ""risk_category"", ""aggregate"": ""COUNT"", ""true_result"": ""High Risk Geography"", ""false_result"": ""Normal"", ""final_compare"": {""value"": 5, ""operator"": ""ge""}}]}","{""customer_master"": [""country_code""]}","[]","{""_alias"": {""high_risk_customers"": ""desc""}}",NULL,False,"High-Risk Jurisdiction Concentration",NULL,"Banking","Corportate Institution Banking"
"rule_302_sub","Customer UBO relationship details","Lists all customers with their UBO (Ultimate Beneficial Owner) information including ownership percentage and risk category","KYC Analyst","Compliance","[""customer_master"", ""customer_ubo""]","[{""join_type"": ""left"", ""left_keys"": [""customer_id""], ""left_table"": ""customer_master"", ""right_keys"": [""customer_id""], ""right_table"": ""customer_ubo""}]","{}","{""customer_ubo"": {""country"": ""country"", ""ubo_name"": ""ubo_name"", ""risk_category"": ""risk_category"", ""ownership_percentage"": ""ownership_percentage""}, ""customer_master"": {""customer_id"": ""customer_id"", ""customer_name"": ""customer_name""}}","{}","{}","{}","[]","{""customer_ubo"": {""ownership_percentage"": ""desc""}, ""customer_master"": {""customer_id"": ""asc""}}",NULL,False,"Transparency & Control Check",NULL,"Banking","Corportate Institution Banking"
"rule_400","Probability of Default unified borrower dataset","Generates a unified PD dataset for both corporate and retail borrowers with borrower attributes, facility features, corporate financial ratios, retail credit behavior, macroeconomic context, and 12-month default flag.","Credit Risk Officer","Credit & Lending","[""borrower_master_401"", ""loan_facility_401"", ""corp_financials_401"", ""retail_credit_history_401"", ""macro_econ_401""]","[{""join_type"": ""inner"", ""left_keys"": [""borrower_id""], ""left_table"": ""borrower_master_401"", ""right_keys"": [""borrower_id""], ""right_table"": ""loan_facility_401""}, {""join_type"": ""left"", ""left_keys"": [""borrower_id""], ""left_table"": ""borrower_master_401"", ""right_keys"": [""borrower_id""], ""right_table"": ""corp_financials_401""}, {""join_type"": ""left"", ""left_keys"": [""borrower_id""], ""left_table"": ""borrower_master_401"", ""right_keys"": [""borrower_id""], ""right_table"": ""retail_credit_history_401""}, {""join_type"": ""left"", ""left_keys"": [""region_code""], ""left_table"": ""borrower_master_401"", ""right_keys"": [""region_code""], ""right_table"": ""macro_econ_401""}]","{""borrower_master_401"": {""status"": {""eq"": ""ACTIVE""}}}","{""derived"": {""as_of_date"": {""alias"": ""as_of_date"", ""expression"": ""DATE '2025-03-31'""}, ""default_flag_12m"": {""alias"": ""default_flag_12m"", ""expression"": ""CASE WHEN EXISTS (SELECT 1 FROM credit_event_401 ce WHERE ce.borrower_id = borrower_master_401.borrower_id AND ce.default_flag = TRUE AND ce.event_date > DATE '2025-03-31' AND ce.event_date <= DATE '2025-03-31' + INTERVAL '12 months') THEN 1 ELSE 0 END""}}, ""macro_econ_401"": {""fx_change_pct"": ""macro_fx_change_pct"", ""gdp_growth_pct"": ""macro_gdp_growth_pct"", ""commodity_index"": ""macro_commodity_index"", ""policy_rate_pct"": ""macro_policy_rate_pct"", ""inflation_rate_pct"": ""macro_inflation_rate_pct"", ""unemployment_rate_pct"": ""macro_unemployment_rate_pct""}, ""loan_facility_401"": {""facility_id"": ""facility_id"", ""product_type"": ""product_type"", ""secured_flag"": ""secured_flag"", ""utilization_pct"": ""facility_utilization_pct"", ""restructure_flag"": ""facility_restructure_flag"", ""outstanding_amount"": ""facility_outstanding_amount"", ""covenant_breach_flag"": ""facility_covenant_breach_flag""}, ""borrower_master_401"": {""borrower_id"": ""borrower_id"", ""region_code"": ""region_code"", ""credit_score"": ""borrower_credit_score"", ""borrower_name"": ""borrower_name"", ""borrower_type"": ""borrower_type"", ""industry_sector"": ""industry_sector"", ""internal_rating"": ""internal_rating""}, ""corp_financials_401"": {""ebitda"": ""corp_ebitda"", ""equity"": ""corp_equity"", ""revenue"": ""corp_revenue"", ""total_debt"": ""corp_total_debt"", ""quick_ratio"": {""alias"": ""corp_quick_ratio"", ""expression"": ""CASE WHEN corp_financials_401.current_liabilities IS NOT NULL AND corp_financials_401.current_liabilities <> 0 THEN corp_financials_401.quick_assets / corp_financials_401.current_liabilities ELSE NULL END""}, ""total_assets"": ""corp_total_assets"", ""current_ratio"": {""alias"": ""current_ratio"", ""expression"": ""CASE WHEN corp_financials_401.current_liabilities IS NOT NULL AND corp_financials_401.current_liabilities <> 0 THEN corp_financials_401.current_assets / corp_financials_401.current_liabilities ELSE NULL END""}, ""debt_to_ebitda"": {""alias"": ""corp_debt_to_ebitda"", ""expression"": ""CASE WHEN corp_financials_401.ebitda IS NOT NULL AND corp_financials_401.ebitda <> 0 THEN corp_financials_401.total_debt / corp_financials_401.ebitda ELSE NULL END""}, ""free_cash_flow"": ""corp_free_cash_flow"", ""interest_expense"": ""corp_interest_expense"", ""operating_profit"": ""corp_operating_profit"", ""total_liabilities"": ""corp_total_liabilities"", ""operating_cash_flow"": ""corp_operating_cash_flow"", ""interest_coverage_ratio"": {""alias"": ""corp_interest_coverage_ratio"", ""expression"": ""CASE WHEN corp_financials_401.interest_expense IS NOT NULL AND corp_financials_401.interest_expense <> 0 THEN corp_financials_401.operating_profit / corp_financials_401.interest_expense ELSE NULL END""}}, ""retail_credit_history_401"": {""bureau_score"": ""retail_bureau_score"", ""enquiries_6m"": ""retail_enquiries_6m"", ""utilization_pct"": ""retail_utilization_pct"", ""dpd_30_count_12m"": ""retail_dpd_30_count_12m"", ""dpd_60_count_12m"": ""retail_dpd_60_count_12m"", ""dpd_90_count_12m"": ""retail_dpd_90_count_12m"", ""open_trade_count"": ""retail_retail_open_trade_count"", ""credit_card_limit"": ""retail_credit_card_limit"", ""credit_card_balance"": ""retail_credit_card_balance"", ""missed_payment_count_12m"": ""retail_missed_payment_count_12m""}}","{}","{}","{}","[]","{""loan_facility_401"": {""facility_id"": ""asc""}, ""borrower_master_401"": {""borrower_id"": ""asc""}}",NULL,False,"Probability of default (PD)",NULL,"Banking","Corportate Institution Banking"
"rule_500","Wholesale Banking LGD Calculation","Calculate recoverable collateral, estimated recovery, base LGD percentage and final LGD percentage using collateral values, haircuts, guarantees, macroeconomic stress adjustments and regulatory thresholds.","Credit Risk Officer","Credit & Lending","[""CREDIT_LENDING_LGD""]","[]","{}","{""CREDIT_LENDING_LGD"": {""region"": ""Region"", ""ead_usd"": ""EAD_USD"", ""industry"": ""Industry"", ""seniority"": ""Seniority"", ""exposure_id"": ""Exposure_ID"", ""haircut_pct"": ""Haircut_Pct"", ""base_lgd_pct"": {""alias"": ""base_lgd_pct"", ""expression"": ""ROUND(((EAD_USD - ((((Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))) + Guarantee_Amount) * Macro_Adjustment_Factor))) / EAD_USD) * 100, 2)""}, ""final_lgd_pct"": {""alias"": ""final_lgd_pct"", ""expression"": ""CASE WHEN ROUND(((EAD_USD - ((((Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))) + Guarantee_Amount) * Macro_Adjustment_Factor))) / EAD_USD) * 100, 2) < Regulatory_Floor_Pct THEN Regulatory_Floor_Pct WHEN ROUND(((EAD_USD - ((((Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))) + Guarantee_Amount) * Macro_Adjustment_Factor))) / EAD_USD) * 100, 2) > Regulatory_Ceiling_Pct THEN Regulatory_Ceiling_Pct ELSE ROUND(((EAD_USD - ((((Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))) + Guarantee_Amount) * Macro_Adjustment_Factor))) / EAD_USD) * 100, 2) END""}, ""lgd_risk_band"": {""alias"": ""lgd_risk_band"", ""expression"": ""CASE WHEN ROUND(((EAD_USD - ((((Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))) + Guarantee_Amount) * Macro_Adjustment_Factor))) / EAD_USD) * 100, 2) <= 20 THEN 'LOW' WHEN ROUND(((EAD_USD - ((((Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))) + Guarantee_Amount) * Macro_Adjustment_Factor))) / EAD_USD) * 100, 2) BETWEEN 20 AND 50 THEN 'MEDIUM' ELSE 'HIGH' END""}, ""macro_scenario"": ""Macro_Scenario"", ""collateral_type"": ""Collateral_Type"", ""borrower_segment"": ""Borrower_Segment"", ""guarantee_amount"": ""Guarantee_Amount"", ""estimated_recovery"": {""alias"": ""estimated_recovery"", ""expression"": ""((Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))) + Guarantee_Amount) * Macro_Adjustment_Factor""}, ""regulatory_floor_pct"": ""Regulatory_Floor_Pct"", ""recoverable_collateral"": {""alias"": ""recoverable_collateral"", ""expression"": ""Collateral_Market_Value * (1 - (Haircut_Pct / 100.0))""}, ""regulatory_ceiling_pct"": ""Regulatory_Ceiling_Pct"", ""collateral_market_value"": ""Collateral_Market_Value"", ""macro_adjustment_factor"": ""Macro_Adjustment_Factor"", ""historical_recovery_rate"": ""Historical_Recovery_Rate""}}","{}","{}","{}","[]","{""CREDIT_LENDING_LGD"": {""Exposure_ID"": ""asc""}}",NULL,False,"Wholesale Banking LGD Computation","6yxPwg1lP4V","Banking","Corportate Institution Banking"
